,text,S/NS,O/NO,Y/N,display_text_width,is_quote,favorite_count,retweet_count,hashtags,media_type,mentions_screen_name,description,followers_count,friends_count,listed_count,statuses_count,favourites_count,verified
7407,"Storming your State government's Capitol building with weapons as a mob seems.... Seditious? 

That would be a crime against the State.. #MichiganProtest https://t.co/hlI3snuCxv",,,N,153,True,6,1,MichiganProtest,,,"I like to tweet about nonsense, sports, fitness, good beer, bacon and work. All the finer things. Proud #KappaAlphaOrder Alum. Passionate Sr. Software #Engineer",126,518,12,5543,2606,False
7408,Will they be arrested? Surely there are laws they have violated at this point. #MichiganProtest #Michigan https://t.co/kTOjXqgqvk,,,N,105,True,6,2,MichiganProtest Michigan,,,"DFW politics is my thing. Political Scientist, Democrat, Dad, TX Dems Executive Committeeman, Founder Richardson Democrats. #Resist",586,1552,0,370,776,False
7409,"@Amy_Siskind They are not protesters but terrorists who think they are above the law. My q: are you allowed to carry a weapon into a state/govât building?
#MichiganProtest #MichiganTerrorists",,,N,178,False,36,3,MichiganProtest MichiganTerrorists,,Amy_Siskind,,32,245,0,1668,12085,False
7410,"Only cowards and punks carry weapons they aren't gonna use.
#MichiganProtest",,,N,76,False,2,0,MichiganProtest,,,"Bachelors Degree in Mathematics, Masters Degree in Electrical Engineering and Computer Science(#SIUE). A political tweep. A die-hard Arsenal fan! #COYG",9634,9536,8,12997,5902,False
7411,"You want to get a hair cut
Call your barber

You want to work out at the gym 
Call the gym guy

Your barber and bowling alley manager isn't at the federal building.

#MichiganProtest",,,N,182,False,5,0,MichiganProtest,,,"Bachelors Degree in Mathematics, Masters Degree in Electrical Engineering and Computer Science(#SIUE). A political tweep. A die-hard Arsenal fan! #COYG",9634,9536,8,12997,5902,False
7412,My home state is under attack. By a deadly virus and by a bunch of fucking morons that canât get their simple minds to grasp why they need to stay home. FUCK. #MichiganProtest #TrumpIsAnIdiot,,,N,191,False,603,88,MichiganProtest TrumpIsAnIdiot,,,#TeamPeteForever <f0><U+009F><U+0099><U+008C><f0><U+009F><U+008F><U+00BC> my cat Yeti <f0><U+009F><U+0090><U+00B1> food <f0><U+009F><U+008D><U+0097> champagne <f0><U+009F><U+00A5><U+0082> tequila <f0><U+009F><U+00A5><U+0083>   <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+008F><U+00B3><U+FE0F><U+200D><f0><U+009F><U+008C><U+0088>,39,286,0,302,5783,False
7413,#MichiganProtest is terrorists with guns acting like babies. #LockAllTheirAssesUp https://t.co/3yzObDdY0j,,,N,81,True,1,0,MichiganProtest LockAllTheirAssesUp,,,Free lance journalist/writer #Resistance #RestoreDecency #GreenNewDeal #FightingForMyGrandchilrensFuture,360,1336,11,5988,10565,False
7414,"Tim McVeigh must be proud!  Nice going #Michigan 
#MichiganProtest https://t.co/HFMOjApkL7",,,N,66,True,4,0,Michigan MichiganProtest,,,"Attorney at Douglas McDaniel & Campo. Commercial Litigation, Bankruptcy, Family, Criminal Defense. Organic Farming, RTs are not endorsements #Biden2020",706,1050,5,21823,120256,False
7415,This is an example of how gun rights turns into domestic terrorism.  Don't try to tell me they aren't trying to intimidate #MichiganProtest https://t.co/kyrQCLDzeS,,,N,139,True,108,35,MichiganProtest,,,"Nasty Woman, proud Minnesotan, the favorite auntie, and ready to do more",198,1450,0,18148,99178,False
7416,"If your idea of unbiased media consists of content that panders to, but never challenges government leadership then I guess you need to head to China, Cuba or FoxNews. 
#TrumpPressConference   #MichiganProtest",,,N,209,False,0,0,TrumpPressConference MichiganProtest,,,"Needless to say, America wasn't prepared to handle the coronavirus. Trump failed US! Don't listen to him! Don't drink his Kool Aid folks! #TrumpTheNextJimJones",1574,2881,26,6444,1614,False
7417,"We're in the horror movie where the stupidest characters ignore that ""your weapons are useless!"" and randomly show up with guns to fight a virus, and then I try to convince everyone ""no really, this low-budget horror movie is more realistic than any documentary"" #MichiganProtest https://t.co/A3Zk4LqCB4",,,N,279,True,2,1,MichiganProtest,,,VCUarts KI MFA 2021. AI/VR/AR/BioArt. Descended from Salem witches. Seen in @WIRED @NYTimes etc. Nice 2 meet U. Insta: https://t.co/8ljM7TJb1s,13455,12043,108,1703,8815,False
7418,"Assault weapons, really??? #MichiganProtest https://t.co/512LbARuu4",,,N,43,True,1,0,MichiganProtest,,,"Connoisseur of news, pop culture, sports; committed to workplace diversity & engagement. Maynard Institute @mije / MOD @bgsu / BS @murraystateuniv / @DSTInc1913",994,963,22,7036,7958,False
7419,"Praying for the safety of @GovWhitmer. ""Protesting"" with guns is ""Terrorism""!  #MichiganProtest",,,N,95,False,6,3,MichiganProtest,,GovWhitmer,"Wife, mom, Episcopal priest, iconographer. Soul rebel Christian anarchist often mistaken for a Commie. She/Her.",640,727,14,12668,14225,False
7420,Would officers show this much restraint if black men were yelling in their faces? I seriously doubt it. Wait...hell no. #MichiganProtest  https://t.co/Wk91isTes5,,,N,161,False,2119,783,MichiganProtest,,,"Introvert/thinker, family man, trusts science, don't believe in ghosts, social justice advocate, loves taking pics. Retweets <U+2260> endorsements. Yes, I know things!",2340,2292,13,53843,7477,False
7421,"@michaelbrazell Real Men, thats What I call the #MichiganProtest #2A",,,Y,52,False,1,0,MichiganProtest 2A,,michaelbrazell,"#MAGA #Conservative I am voice of one with Autism who cannot speak. My son Patrick is Aphasic, he's unable to speak with words.He has thoughts & I am his pen.",8237,8370,4,48407,5941,False
7422,#MichiganProtest I wish we humans turned orange when we think of something stupid. https://t.co/3Ui7sFEGAg,,,N,82,True,1,1,MichiganProtest,,,Blogging site for people who just like to find commonality.,114,305,0,6334,11983,False
7423,"Your freedom is not worth innocent people dying.
when the spike in COVID 19 happens with you fools. it will be karma.

#MichiganProtest",,,N,135,False,8,2,MichiganProtest,,,"Army vet.
here to kick ass, and chew gum.all out of gum.
fuck your feelings.

stay home.
independent voter

#resist  
#trumptraitor
    #congestiveheartfailure",3196,4742,3,7078,1169,False
7424,"âThe present state of America is truly alarming to every man who is capable of reflection.""-Thomas Paine, Common Sense.

#MichiganProtest #lockdown #coronavirus",,,N,160,False,7,2,MichiganProtest lockdown coronavirus,,,"Content Manager at The Hard Truth #WalkAway; Free Market; Pro #2A; Capitalist; American #TaxationisTheft

Check out the link below for The Hard Truth!",614,208,2,2709,7873,False
7425,"It isn't a #MichiganProtest 

It's a case of domestic terrorism. #NRA @NRA https://t.co/AEJDcm0TbS",,,N,74,False,51,16,MichiganProtest NRA,photo,NRA,"Dad husband socialist atheist teacher.
Came for news + stayed for dopamine.
I have many questions, but few answers. 
GREEN SOCIALISM is the answer.",11969,1820,42,33453,46953,False
7426,So so many things wrong with this video! @RashidaTlaib is right; our gun laws are broken! Also why is it so hard to accept that we need to stay home to save lives! #MichiganProtest #GunControlNow https://t.co/yLVLCN0LOp,,,N,195,True,25,7,MichiganProtest GunControlNow,,RashidaTlaib,"Adventurer, Artist, Activist - Ravenclaw - Women's Rights are Human Rights - Climate Justice = Social Justice - Organiser @nextgenamerica - All opinions R mine",45,93,1,75,79,False
7427,I would be more concerned if they were carrying rocks or clubs to beat their way into the chamber. They are not #antifa but #AmericanCitizens. #thursdayvibes #MichiganProtest https://t.co/mj4C7NMgIN,,,Y,174,True,0,0,antifa AmericanCitizens thursdayvibes MichiganProtest,,,Conservative concerned with the direction of the USA and the moral slide we seem to be pursuing. #Veteran #USNavy #MAGA #POTUS45 #TeamTrump,1995,3493,78,48862,22106,False
7428,#MichiganProtest @GovWhitmer needs to consider getting the National Guard out to protect the people's house from Terrorists.,,,N,124,False,17,1,MichiganProtest,,GovWhitmer,"Husband, Father, political hack, and Entrepreneur...Let's Go Kansas City Chiefs! Let's go Royals!<f0><U+009F><U+0098><U+0087><f0><U+009F><U+0098><U+008E>",998,4558,8,17667,11651,False
7429,"If you think storming a government building, especially a capital or legislative building, dressed in paramilitary garb, armed to the teeth is anything other than political terrorism you are very, very wrong. This is not a #MichiganProtest, it is sedition.",,,N,256,False,1712,453,MichiganProtest,,,"@NevadaWolfPack, @GoldenKnights, #CraftBeer, #Science, #Space fan. Concerns: #Equality, #ClimateChange, #Sustainability, #Democracy @CBPStrategies @ImpactNevada",1255,1350,60,44676,60012,False
7430,Don't blame these kids. This is taught by so-called parents. I just hate this so much. #MichiganProtest https://t.co/EL4IegUq6H,,,N,103,True,1,1,MichiganProtest,,,"Too old for yoga, too young for bingo",1243,1625,2,3016,17005,False
7431,"If the protesters are visibly and heavily armed, it's not a peaceful protest, no matter how white they are.

#MichiganProtest",,,N,125,False,411,98,MichiganProtest,,,"Authors L.A. Witt, Lauren Gallagher, Ann Gallagher, & Lori A. Witt. I wrote it, not Ron Howard. Tax the rich or eat them. She/her. Rep by @suddenlyjen. <f0><U+009F><U+008F><U+00B3><U+FE0F><U+200D><f0><U+009F><U+008C><U+0088>",5967,841,190,45750,16971,False
7432,"Why do you need to bring your guns to this #MichiganProtest? Genuinely, what threat are you trying to deter, because everyone else is staying inside... So are you bringing them to attack someone? These protests are dangerous on more levels than one, and are tiptoeing terrorism.",,,N,278,False,39,9,MichiganProtest,,,A Catholic man in Washington - 26,3703,531,22,18531,13133,False
7433,"@SenPolehanki Can you imagine just for one second how much blood there'd be in Michigan's capitol floor if these folks were Black, Latinos or Muslims?? #MichiganProtest #whiteprivilege",,,N,170,False,118,34,MichiganProtest whiteprivilege,,SenPolehanki,"I love #Wordpress & #SEO is my passion! CEO & #entrepreneur, free thinker and #internetmarketer. #socialmedia- Currently working in a corner of my bedroom.",353,597,16,578,895,False
7434,I'm sorry. Isn't there a federal law against bringing firearms to a government building? #MichiganProtest #michiganmorons #Terrorists https://t.co/4byjnm8u5A,,,N,133,True,4,1,MichiganProtest michiganmorons Terrorists,,,"Meteorologist turned IT support tech. Living my best life with my wife and dog.
#NotMeUs #Bernie2020",17,29,1,546,144,False
7435,"Just so you know, @realDonaldTrump - this is pushing those suburban voters you so desperately need (and are ALREADY hemorrhaging) further and further away from you #MichiganProtest https://t.co/aXIMlpnyi4",,,N,180,True,35,6,MichiganProtest,,realDonaldTrump,Liberal AF<U+26A1>Political Junkie<f0><U+009F><U+008C><U+00BC>Mom <f0><U+009F><U+0094><U+00B4>Indiana University Alum<U+26AA> #Resistance #mybodymychoice #ProChoice,2604,3382,13,24452,39479,False
7436,Time to call in the National Guard. These guys (funded by Conservative Extremists) are itching for a fight. They want a Revolution. Theyâll get one soon. The people of Michigan deserve better than being used as Guinea pigs for Conservatives. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>#MichiganProtest #GunAdvocates https://t.co/zxfDs69jyw,,,N,274,True,5,1,MichiganProtest GunAdvocates,,,"Coffee addict, beach lover, dog mom. Joyously married, amazed by children & grandkids. God, family, country. Rapinoe Supporter #CloseTheCamps #IStandWithPP",339,197,12,23051,32567,False
7437,"Are we are likely hours if not minutes from Trump calling these angry white ""protestors"" armed with semi-automatic guns, and no masks or social distancing, very fine people and offering his support.  #MichiganProtest",,,N,216,False,7169,1783,MichiganProtest,,,"Activist, feminist, author. The Weekly List website, podcast https://t.co/tsD5bH0kXa & book. POLITICO 50. Pres @TheNewAgenda. Former Wall St exec. CAA repped.",437281,298,4149,70940,59664,True
7438,"Todayâs irrational protests in Michigan are the result of dangerous posturing by the Trump Administration. I agree with the sentiment below, @GovWhitmer has led with great determination and courage. She deserves praise, not hate. #MichiganProtest https://t.co/IDstCaZhf1",,,N,246,True,4,1,MichiganProtest,,GovWhitmer,Director on the @WHHFLA. <f0><U+009F><U+0087><U+00A8><f0><U+009F><U+0087><U+00A6> Proud Canadian. Love travelling and fighting for a better future. <f0><U+009F><U+008C><U+008E> Currently studying #IDEV at @uofg! #AddWomenChangePolitics,984,1749,4,6228,24646,False
7439,"Both sides are not the same. 

We hold signs.

They hold guns. 

We stage sit ins. 

They drive cars into crowds. 

We want what is best for America.

They want what is best for themselves, and worst for everyone around them.

People will die because of this.

#MichiganProtest",,,N,277,False,9689,3222,MichiganProtest,,,That's what I do. I have great hair and I know things.,16014,14643,31,57558,104500,False
7440,"So Tropic Thunder, radical #MichiganProtest, #FireChrisHayes, Joe Biden is Joe Biden, and #FlynnExonerated are all trending at once. And people wonder why I'm so Debbie Downer on the future of America. Goodness. #ohdear https://t.co/PEpapooht9",,,N,219,False,0,1,MichiganProtest FireChrisHayes FlynnExonerated ohdear,photo,,Educator and reformer working to improve the lives of all those around me by changing the paradigm of education. #Edreform #SEL #RethinkEdu #Edpolicy,21,182,0,61,297,False
7441,"Wealthy republicans are paying the lowly educated to protest and spread Coronavirus to cull the poorest Americans.

#TrumpCovidians 
#TrumpLiesPeopleDie 
#StayHomeSaveLives 
#MichiganProtest 
#MAGA2020 https://t.co/WYQ0Hfl5DG",,,N,201,True,1,0,TrumpCovidians TrumpLiesPeopleDie StayHomeSaveLives MichiganProtest MAGA2020,,,"Physician, humanitarian, philosopher",1280,681,7,26383,197963,False
7442,Remeber when the disabled protested at the Capitol in their wheelchairs and where forcibly removed? WTF is this garbage? #MichiganProtest,,,N,137,False,6,1,MichiganProtest,,,Unapologetic Democrat! Love dogs. People...Meh! Martinis yes! FUCK TRUMP! No DMs..EVER unless you found my winning lotto ticket #Resister #RemoveTrump #voteBlue,3693,3694,16,11063,14112,False
7443,I think their employers need to be notified because they may pose a danger to the workplace when they return to work #MichiganProtest https://t.co/mZX7JNcH7x,,,N,133,True,280,78,MichiganProtest,,,Everything's better with a great glass of Malbec :),147,241,5,5021,36874,False
7444,These are TERRORISTS.  #MichiganProtest,,,N,39,False,3,0,MichiganProtest,,,Encouraging #Millennials #GenZ #Americans to get out and #Vote! <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0087><U+00B5><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+008F><U+00B3><U+FE0F><U+200D><f0><U+009F><U+008C><U+0088> #Election2020 I follow back!,275,557,0,3229,5707,False
7445,"Protesters Sign in Michigan! 

Whitmer,
Kiss My 
Non-Essential 
A$$ 
#OpenUpMI

#FreedomOverFear 
#MichiganProtest #RecallWhitmer https://t.co/tR2QWMU6Bs",,,Y,129,False,6,3,OpenUpMI FreedomOverFear MichiganProtest RecallWhitmer,photo,,"#Minuteman,#2A #Conservative #Military #RetiredArmy 20 yrs, #NRA #Patriot #MAGA #IsraelForever #RNRTN @SymeonKat #TruckingKitty #Constitution #USA #TeamErinCruz",31922,29999,55,174304,139233,False
7446,"#MichiganProtest Heavily armed people storming a government building is an attack, not a protest. It is at the very least an act of intimidation, if not terrorism.",,,N,163,False,15709,3854,MichiganProtest,,,"History of the present | Paramilitarism, extremism, & violence | Author of Bring the War Home (https://t.co/vsWI9dlQrL) | U Chicago | New work on the 1990s",19849,697,271,3834,3143,False
7447,You have the freedom to sit your Ass At Home Until It's Clear To Come Out! #MichiganProtest #CatchCorona,,,N,104,False,0,0,MichiganProtest CatchCorona,,,"Terribly Political Nerd #UniteBlue Deep Liberal, A Flintstone! Outspoken Been That Way Going To Stay That Way! Iâm Here To Disrupt! #RESIST",3003,3197,58,60725,4803,False
7448,"Remember when Native Americans and concerned citizens protested the #keystonexl pipeline to protect their water and were attacked and ignored and the pipeline spilled anyway and now these rambo wannabees are storming a Government Building with no consequences 
#MichiganProtest https://t.co/YWhKbDh2jK",,,N,277,True,60,28,keystonexl MichiganProtest,,,wake me up when I am able to use gifs instead of speech as communication,179,361,5,2499,57049,False
7449,"#MichiganProtest is NOT a protest. It's an armed response to the ""President"" @realDonaldTrump demanding ""Liberate Michigan!"" It is blatant, dangerous INTIMIDATION. With so many armed citizens is a hotbed for a potential tragedy at our capital. @MichStatePolice, where's SWAT at?!? https://t.co/AB3lW8Lo5y",,,N,280,False,1973,663,MichiganProtest,photo,realDonaldTrump MichStatePolice,"<f0><U+009F><U+0087><U+00B5><f0><U+009F><U+0087><U+00B7>2x USN vet. SAG-AFTRA, BA/MA. Clean, no arrests, incarcerations, addictions, court visits or criminal activity. Don't hate on me 'cause you've got a record!",59,3,1,715,23,False
7450,"How is this happening? More important who's behind the funding and marketing of these ""protests""?#MichiganProtest https://t.co/oM4O9BNY3x",,,N,113,True,81,26,MichiganProtest,,,"If you're not outraged, you're not paying attention. Producer, writer, news junkie, mom, unnerved but vigilant citizen",528,1426,3,12354,50384,False
7451,"If this was black or brown people with guns it would be called riot. They would be there for different reasons though, and should be. #MichiganProtest https://t.co/fL57yHmAQY",,,N,150,True,330,81,MichiganProtest,,,Climate Emergency Community Organizer. Volunteer @ Our Childrenâs Trust. Mother. Gardener. Chef. Musician. We need to all step it up for a livable future - you?,48,245,0,741,903,False
7452,"Imagine what would happen if a group of armed Islamic citizens stormed a capitol building to ""protest""...

These idiots are TERRORISTS, pure and simple.

#MichiganProtest",,,N,170,False,4,2,MichiganProtest,,,"PA Progressive, #BlueWave Wife, Mom, Vet Tech, Animal Lover. #DemCast #DemCastPA",1754,1889,2,3401,4439,False
7453,"Geniuses in Lansing today practicing their version of #SocialDistancing as they follow up on @POTUS #liberateMichigan suggestion.

#MichiganProtest #TrumpOwnsEveryDeath https://t.co/MPpfelvuYy",,,N,168,False,17,4,SocialDistancing liberateMichigan MichiganProtest TrumpOwnsEveryDeath,photo,POTUS,"Retired advertising executive, university instructor, democratic party activist, #resist",3984,4610,74,13182,3678,False
7454,"@DeadlineWH @NicolleDWallace - can you cover this at 4pm please? This is f***ing CRAZY!!!<f0><U+009F><U+0098><U+00A1>
#MichiganProtest #DeadlineWH #msnbc https://t.co/lbQJTZ3pdf",,,N,126,True,5,2,MichiganProtest DeadlineWH msnbc,,DeadlineWH NicolleDWallace,"<f0><U+009F><U+0092><U+0099>BEACH, Former veterinary tech, current #Fibro survivor. Fan:Outlander, GoT, Kushiel's Legacy, Eragon,ADOW & SciFi<f0><U+009F><U+0091><U+00BD><f0><U+009F><U+0096><U+0096><f0><U+009F><U+008F><U+00BD>
Ancient History & Archaeology #RESIST",2361,2342,333,112070,109138,False
7455,"At what point can we call the armed, non-PPE-wearing ""protesters"" that stormed the Michigan Capitol terrorists?  

#MichiganProtest https://t.co/1L2M528vbM",,,N,131,False,4875,1550,MichiganProtest,photo,,"Front-end engineer -- I tweet about beer, videogames, & fantasy football.",666,569,59,26128,3384,False
7456,@brhodes Pathetic men. You are exactly right. #MichiganProtest,,,N,53,False,0,0,MichiganProtest,,brhodes,,85,1317,0,1011,9178,False
7457,Heavily armed protesters shouting inside Michigan's statehouse. This is terrifying. If they weren't white would this be tolerated?!? #MichiganProtest https://t.co/d3CsPvzem5,,,N,149,True,3,0,MichiganProtest,,,Genocide & mass atrocities prevention advocate. Into peacebuilding & human rights. Practical idealist. Purveyor of logic and rational thought. #genprev,2572,2077,51,37592,26051,False
7458,Iâm against governments killing their citizens but Iâm also against wearing guns as intimidation tactics. Either way this ends is fine with me cuz Iâm sure it will be entertaining either way. #MichiganProtest https://t.co/tGHmTbYTef,,,N,208,True,1,0,MichiganProtest,,,"I enjoy cannabis like nature intended with pocketed lighters from other people.

Quicker you realize that you are wrong, sooner youâll see I am always right.",222,363,0,8169,16831,False
7459,What in the actual HELL? Why aren't they being arrested? #MichiganProtest this is not how you #MAGA https://t.co/FlercXmV4P,,,N,99,True,4,1,MichiganProtest MAGA,,,"Wife & Mom, Casting Director, Production Coordinator.",755,944,19,1023,1458,False
7460,#terrorism in the time of #coronavirus in #Michigan #MichiganProtest https://t.co/WDRmJrQLe9,,,N,68,True,1,0,terrorism coronavirus Michigan MichiganProtest,,,"Audio engineer, drummer, writer, bacon eater.",76,106,10,8402,3974,False
7461,Time to purge the armed terrorists in Michigan. Now. #MichiganProtest,,,N,69,False,1,1,MichiganProtest,,,Museum Assistant. Photographer/Writer/Historian. Also found lurking in dark corners of abandoned places.,8195,2161,101,86953,65727,False
7462,Under what responsible state law can it *possibly* be legal for this to happen? #MichiganProtest https://t.co/9htsVpLeJ6,,,N,96,True,103,38,MichiganProtest,,,"Vote like your country depends on it. You can trust me - I watch @cspan. (Personal acct.) <U+2764><U+FE0F><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> <U+270A> #WinWithWarren Your favorite ""angry optimist."" TV me.",559,1212,13,16779,8154,False
7463,"These people are dangerous death-cultist, tacti-foolish knobs and are going to get somebody killed.  This is not an American any right-minded person should want.

#MAGA #COVIDIOTS #MichiganProtest https://t.co/d6JUc5Rs9X",,,N,196,True,10,2,MAGA COVIDIOTS MichiganProtest,,,"Just an average guy.  Archivist/records manager.  Enjoys fishing, art, history, literature, poetry, archaeology, music, gardening, hiking.  Husband/dad.",89,284,0,1241,1555,False
7464,"How about the rights of ppl who are at high risk of contracting &amp; dying of COVID-19? Do their rights matter, or are those only for the white nationalists currently spreading disease around in Lansing? #MichiganProtest",,,N,221,False,6,2,MichiganProtest,,,"Eccentric artist type. I like tattoos & guinea pigs. Writer. FB group, Valarieâs Voracious Readers. I stand w #thatwomanfrommichigan",1014,146,86,13349,19628,False
7465,"Ashamed &amp; horrified for our state rn. 
Absolutely disgusted by the terrorists at the Capitol hiding under the guise of protesters. 
This is so wrong. #MichiganProtest",,,N,170,False,6,0,MichiganProtest,,,"Eccentric artist type. I like tattoos & guinea pigs. Writer. FB group, Valarieâs Voracious Readers. I stand w #thatwomanfrommichigan",1014,146,86,13349,19628,False
7466,"""That government of the people, by the people, and for the people shall not perish from the earth"". - Abraham Lincoln, 16th President of the United States. #OccupyLansing #Michigan #MichiganProtest #coronavirus #Whitmer #COVID<U+30FC>19 #EndTheShutdown #lockdown #LockdownEnd https://t.co/Tyh5nLGNtJ",,,Y,268,True,7,3,OccupyLansing Michigan MichiganProtest coronavirus Whitmer COVID<U+30FC>19 EndTheShutdown lockdown LockdownEnd,,,"Husband. Father. Enjoyed Florida Atlantic University so much I graduated from there twice. Background in Economics, Political Science and Telecommunications.",114,173,3,11068,2535,False
7467,@vote4robgill @lesleyabravanel @GovWhitmer Thank you brave law enforcement for standing there! But please DO something! #MichiganProtest,,,N,93,False,0,0,MichiganProtest,,vote4robgill lesleyabravanel GovWhitmer,"Mom, daughter, wife, software engineer, and resident of the land of 10,000 lakes",52,280,0,3796,5597,False
7468,"America, the Terrorized. 
Why are Michigan residents openly menacing legislators? #MichiganProtest #GunControlNow #momsdemand https://t.co/zqCFPQoYTw",,,N,125,True,0,0,MichiganProtest GunControlNow momsdemand,,,"Editor, technologist, peacenik & @MomsDemand fan, thinker, wordophile. Work @Exelon, but views here from my own personal POV.",1817,1996,192,6467,12555,False
7469,"MICHIGAN CORONAVIRUS CASE REPORT

â¢ 980 new cases
â¢ 119 new cases

#coronavirus #MichiganProtest #michigan #michigancoronavirus",,,N,127,False,1,0,coronavirus MichiganProtest michigan michigancoronavirus,,,CORONAVIRUS UPDATES FOR MICHIGANâ¢ School Closing Updates,736,92,1,4768,363,False
7470,"There are combined 9 feet of guns and 6 inches of dong in this picture
#ProtestLockdown 
#2A Hillbillies
#COVID__19 
#OPENAMERICANOW 
#MichiganProtest https://t.co/ID5zwHU5BS",,,N,150,True,0,0,ProtestLockdown 2A COVID__19 OPENAMERICANOW MichiganProtest,,,"Dad; moderate, Trumps handling of pandemic means Iâll never vote GOP again. Data Analyst / Healthcare Economics. Parrot Fox News drivel = Block; #FBR #PennState",493,827,1,2947,15487,False
7471,"The Right to Protest Should be Protected, Even During the Pandemic â Michigan Capitol Confidential #MichiganProtest #Michigan  https://t.co/PASCgEFMZx",,,Y,150,False,2,1,MichiganProtest Michigan,,,"My philosophy, expressed by Mark Twain - If you tell the truth, you don't have to remember anything. And let me add: ...or plead the Fifth Amendment.",378,1335,33,27606,2388,False
7472,"They're trying to intimidate votes by showing up with guns. That's all it is. I saw enough posts from their reps in these people's communities just complaining, gaslighting and lying about why we are sheltering in place. #MichiganProtest #Michigan https://t.co/FLTSg8sK7o",,,N,247,True,0,0,MichiganProtest Michigan,,,"A Detroiter observing the world 140 characters at a time. All views expressed are mine. Retweet<U+2260>endorsement
<f0><U+009F><U+0090><U+008A>",246,610,2,2191,2614,False
7473,"@davidmweissman This is the Michigan Capital being used as a stage for extreme hate, racism &amp; ignorance. These are NOT LANSING residents. We value our diversity &amp; are appalled to have these KudRockian Nugentites in our fair city. An Obama mask?! R",,,N,286,False,23,3,FluKluxKlan covidiots MichiganProtest,,davidmweissman,"Contrite Boomer, Proud Dad, 30 yrs in Public Education, UNION PROUD  #TheResistance  Support #VetsResistSquadron",2392,2732,16,19512,70436,False
7474,Ok so youâre telling me that itâs okay to storm into a capital building with guns and shout at police officers with a virus spreading around. Wake up. You are putting economic gains over human lives <f0><U+009F><U+0096><U+0095><f0><U+009F><U+008F><U+00BD> #MichiganProtest #coronavirus https://t.co/S7awGGxnyp,,,N,231,True,3,0,MichiganProtest coronavirus,,,CEO Infinaco/ Hypebeast???/ Human,72,228,0,281,132,False
7475,Don't these losers know they are supposed to be wearing brown shirts? #MichiganProtest https://t.co/KPogBKsp6b,,,N,86,True,0,0,MichiganProtest,,,It is always DNS,28,114,0,249,86,False
7476,"#DomesticTerrorism #MichiganProtest 

This is a state senator, elected official, expressing her fear of intimidation by threat of arms

Where is @FBI ??? https://t.co/iGkBjQha7h",,,N,153,True,2,0,DomesticTerrorism MichiganProtest,,FBI,"""When the going gets weird, the weird turn pro.â ~ Hunter S Thompson - Chicago - FAA Part 107 Drone Pilot, Trainer, Coach - DSA<f0><U+009F><U+008C><U+00B9>In It To Win It",3114,4304,212,236118,91842,False
7477,"They are not patriots. 
They are not defenders of America's heritage. 
They are self absorbed sycophants who do not see America reflected in anything outside of themselves. 
Go. Home.
#MichiganProtest #Michigan",,,N,210,False,0,0,MichiganProtest Michigan,,,"Former Republican. Still a liberty conservative.  
Vote Waster. Pointlessly tweeting out all day.",149,139,2,4650,15463,False
7478,"Get video of every moron at the #MichiganProtest not wearing a mask, infecting all those lawmakers and police that have to stand there and protect their sorry butts. The curve has not yet bent in MI. These ppl are what are known as murderous thugs #StayAtHomeAndStaySafe #Michigan",,,N,280,False,4,1,MichiganProtest StayAtHomeAndStaySafe Michigan,,,"Cali Mom, Iowa roots. Opinions my own, but if I play things slyly, also my teenaged son's. #SaveTheUSPS #StayHome",1897,2221,35,8269,8430,False
7479,@ConservaMomUSA @GovWhitmer God Bless em'!! #MichiganProtest,,,N,32,False,15,4,MichiganProtest,,ConservaMomUSA GovWhitmer,"Proud Trump supporter. I Love God, my family, my Country and my President. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> 

#Shadowbanned 
#AmericaFirst #TrustTrump 
NO LISTS",2059,1007,14,65290,244910,False
7480,"Lol

This is what it looks like to take your state back from tyrannical authoritarians. #MichiganProtest https://t.co/EUs6leBlVH",,,N,104,True,1,0,MichiganProtest,,,"Proud Trump supporter. I Love God, my family, my Country and my President. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> 

#Shadowbanned 
#AmericaFirst #TrustTrump 
NO LISTS",2059,1007,14,65290,244910,False
7481,Iâm just going to focus on what Iâm doing not what others are doing or not doing. #COVID<U+30FC>19 #MichiganProtest,,,N,108,False,0,0,COVID<U+30FC>19 MichiganProtest,,,E-Commerce & Online Marketing | IG: @mrmatthewthorpe | <f0><U+009F><U+008F><U+0086>2013 Mid-Michigan Rising Micro Entrepreneur of The Year #entrepreneur #michigan,127,759,0,86,44,False
7482,"I have deleted like a dozen tweets about the #MichiganProtest.

I believe internet speak dictates that I now say, I'm tired.

Stay home.

Stay safe.

U don't even need to carry a gun.",,,N,183,False,68,4,MichiganProtest,,,"Cirque de Soul Rebel, Quarantine Snack Sommelier",2838,2293,11,21188,83695,False
